"","bag","event","surv"
"74","MVP-JR-2",2,0.501016260162602
"75","MVP-JR-3",2,0.659206510681587
"76","MVP-JR-4",2,0.699921445404556
"77","MVP-JR-5",2,0.596906278434941
"78","MVP-JR-6",2,0.703139013452915
"79","MVP-LA-1",2,0.914323962516734
"80","MVP-LA-2",2,0.938026013771997
"81","MVP-LA-3",2,1.02214022140221
"82","MVP-LA-4",2,0.667810569663693
"83","MVP-LA-5",2,0.709724238026125
"84","MVP-LA-6",2,0.686330935251799
"85","MVP-LARMIX-1",2,0.741032370953631
"86","MVP-LARMIX-2",2,0.837308347529813
"87","MVP-LARMIX-3",2,0.835273052820054
"88","MVP-LARMIX-4",2,0.68655462184874
"89","MVP-LARMIX-5",2,0.62092050209205
"90","MVP-LARMIX-6",2,0.756633119853614
"91","MVP-LOLA-1",2,0.860344827586207
"92","MVP-LOLA-2",2,0.866171003717472
"93","MVP-LOLA-3",2,0.88086642599278
"94","MVP-LOLA-4",2,0.734557595993322
"95","MVP-LOLA-5",2,0.622147083685545
"96","MVP-LOLA-6",2,0.751412429378531
"97","MVP-ME-1",2,0.500509683995923
"98","MVP-ME-2",2,0.330365974282888
"99","MVP-ME-3",2,0.678488820354665
"100","MVP-ME-4",2,0.566390041493776
"101","MVP-ME-5",2,0.527861445783133
"102","MVP-ME-6",2,0.537489469250211
"103","MVP-NH-1",2,0.494773519163763
"104","MVP-NH-2",2,0.475274725274725
"105","MVP-NH-3",2,0.488646684831971
"106","MVP-NH-4",2,0.301840490797546
"107","MVP-NH-5",2,0.456607495069034
"108","MVP-NH-6",2,0.561170212765957
"109","MVP-SEEDMIX-1",2,0.744483985765125
"110","MVP-SEEDMIX-2",2,0.792514239218877
"111","MVP-SEEDMIX-3",2,0.740673339399454
"112","MVP-SEEDMIX-4",2,0.597513597513598
"113","MVP-SEEDMIX-5",2,0.671729957805907
"114","MVP-SEEDMIX-6",2,0.650238473767885
"115","MVP-TX-1",2,0.879577464788732
"116","MVP-TX-2",2,0.949752300070771
"117","MVP-TX-3",2,0.864394993045897
"118","MVP-TX-4",2,0.758019525801953
"119","MVP-TX-5",2,0.746268656716418
"120","MVP-TX-6",2,0.734463276836158
"121","MVP-DEBY-1",3,0.679290053668238
"122","MVP-DEBY-2",3,0.548111188285824
"123","MVP-DEBY-3",3,0.743823364110799
"124","MVP-DEBY-4",3,0.492392251647164
"125","MVP-DEBY-5",3,0.479108362765346
"126","MVP-DEBY-6",3,0.505322063538327
"127","MVP-FL-1",3,0.845329882145611
"128","MVP-FL-2",3,0.616191456168885
"129","MVP-FL-3",3,0.676934663905103
"130","MVP-FL-4",3,0.60868405255786
"131","MVP-FL-5",3,0.521527744870398
"132","MVP-FL-6",3,0.533288201160542
"133","MVP-JR-1",3,0.57216886860862
"134","MVP-JR-2",3,0.458376578446635
"135","MVP-JR-3",3,0.597493560745438
"136","MVP-JR-4",3,0.533131654159215
"137","MVP-JR-5",3,0.431804541846553
"138","MVP-JR-6",3,0.465754474723085
"139","MVP-LA-1",3,0.890979520920562
"140","MVP-LA-2",3,0.914076413420371
"141","MVP-LA-3",3,0.961246761403784
"142","MVP-LA-4",3,0.255757239445669
"143","MVP-LA-5",3,0.383553098848161
"144","MVP-LA-6",3,0.289135159957141
"145","MVP-LARMIX-1",3,0.523452653524692
"146","MVP-LARMIX-2",3,0.66984667802385
"147","MVP-LARMIX-3",3,0.600685727347188
"148","MVP-LARMIX-4",3,0.333052029322367
"149","MVP-LARMIX-5",3,0.335561292619959
"150","MVP-LARMIX-6",3,0.331630686574137
"151","MVP-LOLA-1",3,0.743191489361702
"152","MVP-LOLA-2",3,0.777710986316539
"153","MVP-LOLA-3",3,0.775912128427683
"154","MVP-LOLA-4",3,0.281319930380421
"155","MVP-LOLA-5",3,0.338871603028723
"156","MVP-LOLA-6",3,0.33893496814521
"157","MVP-ME-1",3,0.0915826230290411
"158","MVP-ME-2",3,0.158856830187091
"159","MVP-ME-3",3,0.262733968733083
"160","MVP-ME-4",3,0.0265118742826874
"161","MVP-ME-5",3,0.0516630351192002
"162","MVP-ME-6",3,0.0251590815393716
"163","MVP-NH-1",3,0.181066053821632
"164","MVP-NH-2",3,0.155728314238953
"165","MVP-NH-3",3,0.0686184706359789
"166","MVP-NH-4",3,0.00513771048166036
"167","MVP-NH-5",3,0.0621763397540812
"168","MVP-NH-6",3,0.0515083770171652
"169","MVP-SEEDMIX-1",3,0.544898917240857
"170","MVP-SEEDMIX-2",3,0.65761819850077
"171","MVP-SEEDMIX-3",3,0.624056685962093
"172","MVP-SEEDMIX-4",3,0.340709881135413
"173","MVP-SEEDMIX-5",3,0.391604273274082
"174","MVP-SEEDMIX-6",3,0.384609139803132
"175","MVP-TX-1",3,0.651261612226551
"176","MVP-TX-2",3,0.832548824742889
"177","MVP-TX-3",3,0.772438078892078
"178","MVP-TX-4",3,0.36449449538562
"179","MVP-TX-5",3,0.520800254048904
"180","MVP-TX-6",3,0.440677966101695
"181","MVP-DEBY-1",4,0.65828108293623
"182","MVP-DEBY-2",4,0.621373574838879
"183","MVP-DEBY-3",4,0.695612590511025
"184","MVP-DEBY-4",4,0.326284022175832
"185","MVP-DEBY-5",4,0.407242108350544
"186","MVP-DEBY-6",4,0.43506338090733
"187","MVP-FL-1",4,0.83614151386142
"188","MVP-FL-2",4,0.495430316517697
"189","MVP-FL-3",4,0.589483774309707
"190","MVP-FL-4",4,0.497339408797276
"191","MVP-FL-5",4,0.394669644766787
"192","MVP-FL-6",4,0.439178518602799
"193","MVP-JR-1",4,0.5595937286392
"194","MVP-JR-2",4,0.44091461355343
"195","MVP-JR-3",4,0.531424561239933
"196","MVP-JR-4",4,0.477980103728951
"197","MVP-JR-5",4,0.408251566836741
"198","MVP-JR-6",4,0.409863937756314
"199","MVP-LA-1",4,0.755741557923691
"200","MVP-LA-2",4,0.897753620323579
"201","MVP-LA-3",4,0.943445895451863
"202","MVP-LA-4",4,0.177525613262288
"203","MVP-LA-5",4,0.282949007347004
"204","MVP-LA-6",4,0.187630263376442
"205","MVP-LARMIX-1",4,0.50069384250188
"206","MVP-LARMIX-2",4,0.592979026447343
"207","MVP-LARMIX-3",4,0.545744959602018
"208","MVP-LARMIX-4",4,0.27194156522652
"209","MVP-LARMIX-5",4,0.280551244649474
"210","MVP-LARMIX-6",4,0.280870887608708
"211","MVP-LOLA-1",4,0.645600687728347
"212","MVP-LOLA-2",4,0.732407433715575
"213","MVP-LOLA-3",4,0.745182935222626
"214","MVP-LOLA-4",4,0.228365590544107
"215","MVP-LOLA-5",4,0.286525583048676
"216","MVP-LOLA-6",4,0.251684382286047
"217","MVP-ME-1",4,0.0915826230290411
"218","MVP-ME-2",4,0.123555312367737
"219","MVP-ME-3",4,0.201633045771901
"220","MVP-ME-4",4,0.00883729142756246
"221","MVP-ME-5",4,0.0401823606482668
"222","MVP-ME-6",4,0.0209659012828096
"223","MVP-NH-1",4,0.0335307507077097
"224","MVP-NH-2",4,0.0994930896526641
"225","MVP-NH-3",4,0.0563651723081255
"226","MVP-NH-4",4,NA
"227","MVP-NH-5",4,0.0391480657710881
"228","MVP-NH-6",4,0.029433358295523
"229","MVP-SEEDMIX-1",4,0.473115826346852
"230","MVP-SEEDMIX-2",4,0.636851308021799
"231","MVP-SEEDMIX-3",4,0.533519964682619
"232","MVP-SEEDMIX-4",4,0.279963158142277
"233","MVP-SEEDMIX-5",4,0.335236991514934
"234","MVP-SEEDMIX-6",4,0.344426095346089
"235","MVP-TX-1",4,0.578042851088654
"236","MVP-TX-2",4,0.724855941940326
"237","MVP-TX-3",4,0.697078266317241
"238","MVP-TX-4",4,0.354369648291575
"239","MVP-TX-5",4,0.465117208018518
"240","MVP-TX-6",4,0.369391824526421
