tags_key,tags_label,bags_key,tags_timestamp,tag_notes
19f8f021,B320,29b9493b,11/7/23 12:02,Old tag 2005 replaced 5/2/2024
ff90ed22,D727,29b9493b,11/7/23 12:02,Old tag 2015 replaced 5/2/2024
2145f353,B411,29b9493b,11/7/23 12:02,Old tag 2019 replaced on 5/3/2024
e4315341,B311,29b9493b,11/7/23 12:03,Old tag 2013 replaced 5/2/2024
188910d0,B416,29b9493b,11/7/23 12:03,Old tag 2011 replaced on 5/3/2024
1ae8c689,B418,29b9493b,11/7/23 12:03,Old tag 2012 replaced on 5/3/2024
32d88765,D730,29b9493b,11/7/23 12:04,Old tag 2007 replaced 5/2/2024
1bfdf5d6,D779,29b9493b,11/7/23 12:04,Old tag 2010 replaced on 5/3/2024
bbde73b3,B313,29b9493b,11/7/23 12:04,Old tag 2006 replaced 5/2/2024
8dd91477,B325,29b9493b,11/7/23 12:04,Old tag 2009 replaced 5/2/2024
df8f3916,B321,29b9493b,11/7/23 12:05,Old tag 2008 replaced 5/2/2024
73a74617,E037,885f1c3e,11/7/23 12:08,Tag reattached 5/3/2024
9c9d6292,E029,885f1c3e,11/7/23 12:08,
5a5d2233,E036,885f1c3e,11/7/23 12:09,Tag reattached 5/3/2024
ae4257a9,E028,885f1c3e,11/7/23 12:09,
a5d3930a,E027-B306,885f1c3e,11/7/23 12:09,New tag attached 5/2/2024
351c312b,E034,885f1c3e,11/7/23 12:10,
8116765c,E040-B302,885f1c3e,11/7/23 12:10,New tag attached 5/2/2024
2156c9f9,E038,885f1c3e,11/7/23 12:10,
9416e33a,E039,885f1c3e,11/7/23 12:11,
c184d53e,E026,885f1c3e,11/7/23 12:11,
9d78cc4c,E035-B299,885f1c3e,11/7/23 12:11,New tag attached 5/2/2024
184df9ea,E025,885f1c3e,11/7/23 12:12,
434f1664,E023,885f1c3e,11/7/23 12:12,Tag reattached 5/3/2024
414f9124,E024,885f1c3e,11/7/23 12:12,
a05eb9be,B305,885f1c3e,11/7/23 12:12,New tag attached 5/2/2024 B305. Old tag E030 fell off.
eea1ba3c,E032,885f1c3e,11/7/23 12:13,
d91177b5,E033-B307,885f1c3e,11/7/23 12:13,New tag attached 5/2/2024
586a790d,E022,885f1c3e,11/7/23 12:13,
053f8e58,E016,885f1c3e,11/7/23 12:13,
50349eb5,E017,885f1c3e,11/7/23 12:14,Tag reattached 5/3/2024
dae5d742,E009,885f1c3e,11/7/23 12:14,Tag reattached 5/3/2024
c9cd67a9,E041-B300,885f1c3e,11/7/23 12:14,New tag attached 5/2/2024
f73e0249,E020,885f1c3e,11/7/23 12:14,
51a4d28b,E031-B303,885f1c3e,11/7/23 12:15,New tag attached 5/2/2024
01f79cbd,E018,885f1c3e,11/7/23 12:15,
0e240ff0,E021,885f1c3e,11/7/23 12:15,Tag reattached 5/3/2024
e728cef3,E014,885f1c3e,11/7/23 12:15,Tag reattached 5/3/2024
d921035a,E015,885f1c3e,11/7/23 12:16,Tag reattached 5/3/2024
d711ed27,E008,885f1c3e,11/7/23 12:17,Tag reattached 5/3/2024
15875ca7,E003-B304,885f1c3e,11/7/23 12:17,New tag attached 5/2/2024
830ffeb4,E010-B309,885f1c3e,11/7/23 12:17,New tag attached 5/2/2024
1738e6a6,E002,885f1c3e,11/7/23 12:18,Tag reattached 5/3/2024
ee3741b2,E011-D720,885f1c3e,11/7/23 12:19,New tag attached 5/2/2024
4bd6c5d9,E007-B308,885f1c3e,11/7/23 12:19,New tag attached 5/2/2024
99c0994f,E001,885f1c3e,11/7/23 12:19,Tag reattached 5/3/2024
fde30198,E019,885f1c3e,11/7/23 12:19,
cfebd5e3,E012,885f1c3e,11/7/23 12:20,
3e0a7318,E013,885f1c3e,11/7/23 12:20,Tag reattached 5/3/2024
6eeee3c0,E005,885f1c3e,11/7/23 12:20,Tag reattached 5/3/2024
d22c4d24,E006-B301,885f1c3e,11/7/23 12:20,New tag attached 5/2/2024
5597a3b7,E000-D721,885f1c3e,11/7/23 12:20,New tag attached 5/2/2024
9c6ff67d,E004,885f1c3e,11/7/23 12:21,
49507683,A040,fd1a768b,11/7/23 13:32,
a42e0932,A031,fd1a768b,11/7/23 13:33,Tag reattached 5/3/2024
e0cdbe06,A032,fd1a768b,11/7/23 13:34,
96711a40,A033,fd1a768b,11/7/23 13:36,Tag reattached 5/3/2024
f83a9125,A034,fd1a768b,11/7/23 13:39,Tag reattached 5/3/2024
8fe6bd9a,A030,fd1a768b,11/7/23 13:39,
4875924f,A035,fd1a768b,11/7/23 13:44,
f01c4799,A036,fd1a768b,11/7/23 13:45,
1701d44c,A037,fd1a768b,11/7/23 13:45,
86429db7,A038,fd1a768b,11/7/23 13:46,
2bf4631a,A027,fd1a768b,11/7/23 13:46,Tag reattached 5/3/2024
f068a011,A039,fd1a768b,11/7/23 13:47,
ead2d1b6,A024,fd1a768b,11/7/23 13:47,Tag reattached 5/3/2024
43a4b2a3,A023,fd1a768b,11/7/23 13:48,
f4191b37,A022,fd1a768b,11/7/23 13:48,Tag reattached 5/3/2024
b19d94bf,A021,fd1a768b,11/7/23 13:49,
a6096dd4,A025,fd1a768b,11/7/23 13:50,
d08d99bf,A020,fd1a768b,11/7/23 13:50,
d955c3cc,A013,fd1a768b,11/7/23 13:50,
df95cb7b,A014,fd1a768b,11/7/23 13:51,
9697247f,A015,fd1a768b,11/7/23 13:51,
97b05fae,A012,fd1a768b,11/7/23 13:52,Tag reattached 5/3/2024
1bee82a4,A011,fd1a768b,11/7/23 13:53,Tag reattached 5/3/2024
6f780330,A010,fd1a768b,11/7/23 13:53,
52411c80,A026,fd1a768b,11/7/23 14:02,
fda1d5ac,A028,fd1a768b,11/7/23 14:02,
31f8e933,A016,fd1a768b,11/7/23 14:03,
20e568bb,A017,fd1a768b,11/7/23 14:10,
8f9d1129,A018,fd1a768b,11/7/23 14:11,Tag reattached 5/3/2024
e2ff5ca4,A019,fd1a768b,11/7/23 14:12,
de88a810,A029,fd1a768b,11/7/23 14:12,
119d564c,A009,fd1a768b,11/7/23 14:13,Tag reattached 5/3/2024
4f9c4de6,A006,fd1a768b,11/7/23 14:13,
6ac8299c,A007,fd1a768b,11/7/23 14:13,
558fc3ea,A008,fd1a768b,11/7/23 14:14,
4a312a1a,A005,fd1a768b,11/7/23 14:14,
87dccc1f,A004,fd1a768b,11/7/23 14:15,Tag reattached 5/3/2024
7b50c8cf,A003,fd1a768b,11/7/23 14:16,Tag reattached 5/3/2024
9ad80548,A002,fd1a768b,11/7/23 14:16,
525505d7,A001,fd1a768b,11/7/23 14:17,
283f43fc,A000,fd1a768b,11/7/23 14:17,Tag reattached 5/3/2024
e8afee47,E081,230dcc38,11/7/23 14:20,
648de5cd,E069,230dcc38,11/7/23 14:20,tag reattached 5/2/2024
5be5afac,E065,230dcc38,11/7/23 14:21,Tag reattached 5/3/2024
703cee6e,E068,230dcc38,11/7/23 14:21,Tag reattached 5/3/2024
0b880885,E067,230dcc38,11/7/23 14:22,Tag reattached 5/3/2024
edc550b7,E072,230dcc38,11/7/23 14:22,
887b3174,E047,230dcc38,11/7/23 14:23,Tag reattached 5/3/2024
f8617e48,E064,230dcc38,11/7/23 14:23,
0b70b0d4,E056,230dcc38,11/7/23 14:24,
09bf16b6,E049,230dcc38,11/7/23 14:24,
ca73e1a6,E066,230dcc38,11/7/23 14:24,
5fb124b2,E073,230dcc38,11/7/23 14:25,
8be6d73e,E048,230dcc38,11/7/23 14:26,
aff88690,E074,230dcc38,11/7/23 14:26,
295bc100,E063,230dcc38,11/7/23 14:27,
63472ec3,E076-B296,230dcc38,11/7/23 14:27,New tag attached 5/2/2024
ea44c049,E050,230dcc38,11/7/23 14:28,Tag reattached 5/3/2024
0a46fabe,E082,230dcc38,11/7/23 14:30,
a6a7cea3,E071,230dcc38,11/7/23 14:30,
a55c81a2,E080,230dcc38,11/7/23 14:31,Tag reattached 5/3/2024
c36db58e,E061,230dcc38,11/7/23 14:31,Tag reattached 5/3/2024
56eb65e6,E070,230dcc38,11/7/23 14:32,
308ef33f,E053,230dcc38,11/7/23 14:32,Tag reattached 5/3/2024
15921962,E079,230dcc38,11/7/23 14:33,Tag reattached 5/3/2024
065c9c8c,E077,230dcc38,11/7/23 14:33,
145d7456,E060,230dcc38,11/7/23 14:34,Tag reattached 5/3/2024
68072b8d,E052,230dcc38,11/7/23 14:34,Tag reattached 5/3/2024
3742bc00,E058,230dcc38,11/7/23 14:34,Tag reattached 5/3/2024
46c14e1e,E045,230dcc38,11/7/23 14:35,
db3bab2c,E075-B295,230dcc38,11/7/23 14:40,New tag attached 5/2/2024
37e8a364,E078,230dcc38,11/7/23 14:40,Tag reattached 5/3/2024
56633497,E062,230dcc38,11/7/23 14:41,
1405acc8,E059,230dcc38,11/7/23 14:41,
365c931b,E046,230dcc38,11/7/23 14:41,
a76844ec,E044,230dcc38,11/7/23 14:42,Tag reattached 5/3/2024
9da0425a,E054,230dcc38,11/7/23 14:42,
13ecbb26,E043,230dcc38,11/7/23 14:42,
b09cad9b,E057,230dcc38,11/7/23 14:42,
9faea4b1,E042,230dcc38,11/7/23 14:43,
bd7eb01c,E051,230dcc38,11/7/23 14:44,
ae801e7b,A041,7e8856d8,11/7/23 14:43,
6ec08c2d,E055,230dcc38,11/7/23 14:44,Tag reattached 5/3/2024
acab50e6,A042,7e8856d8,11/7/23 14:44,
ecae4f16,A043,7e8856d8,11/7/23 14:45,
e4a8abcd,A044,7e8856d8,11/7/23 14:45,Tag reattached on 5/3/2024
ea662530,A045,7e8856d8,11/7/23 14:45,
89da50e7,A046,7e8856d8,11/7/23 14:46,Tag reattached on 5/3/2024
7130db81,A047,7e8856d8,11/7/23 14:46,
c5ab4ea3,A048,7e8856d8,11/7/23 14:47,
0026c800,A049,7e8856d8,11/7/23 14:47,Tag reattached on 5/3/2024
62f05c91,A050,7e8856d8,11/7/23 14:47,
1f57af1e,A051,7e8856d8,11/7/23 14:47,
9b864395,A052,7e8856d8,11/7/23 14:47,
1468205f,A053,7e8856d8,11/7/23 14:48,
ebb5bb1c,A054,7e8856d8,11/7/23 14:48,Tag reattached on 5/3/2024
92ac902b,A055,7e8856d8,11/7/23 14:48,
d3bf2e73,A056,7e8856d8,11/7/23 14:49,
ca9efe7f,A057,7e8856d8,11/7/23 14:49,
0fdf759c,A058,7e8856d8,11/7/23 14:49,
e0a65617,A059,7e8856d8,11/7/23 14:49,
32303d8c,A060,7e8856d8,11/7/23 14:49,
ba4d935f,A061,7e8856d8,11/7/23 14:50,
f08daf6d,A062,7e8856d8,11/7/23 14:50,
98d88aff,A063,7e8856d8,11/7/23 14:50,Tag reattached on 5/3/2024
97e451fb,A064,7e8856d8,11/7/23 14:50,Tag reattached on 5/3/2024
b7d0513b,A065,7e8856d8,11/7/23 14:51,
2e14d08c,A066,7e8856d8,11/7/23 14:51,
7a5630b8,A067,7e8856d8,11/7/23 14:51,
f2a94871,A068,7e8856d8,11/7/23 14:51,
72b73867,A069,7e8856d8,11/7/23 14:52,Tag reattached on 5/3/2024
5da367e5,A070,7e8856d8,11/7/23 14:52,
23acd725,A071,7e8856d8,11/7/23 14:52,Tag reattached 5/2/2024
497e76a3,A072,7e8856d8,11/7/23 14:52,
261ca76f,A073,7e8856d8,11/7/23 14:52,Tag reattached on 5/3/2024
b7b62206,A074,7e8856d8,11/7/23 14:53,
b2a9240f,A075,7e8856d8,11/7/23 14:53,
7b95c151,A076,7e8856d8,11/7/23 14:53,
7beaf524,A077,7e8856d8,11/7/23 14:53,
c1ee767c,A078,7e8856d8,11/7/23 14:53,
1c433f55,A079,7e8856d8,11/7/23 14:54,
89b59a3d,A080,7e8856d8,11/7/23 14:54,
8830a771,B394,3460d069,11/7/23 14:58,Replaced tag 2050 on 5/3/2024
a75e5d7f,B392,3460d069,11/7/23 14:59,Replaced tag 2064 on 5/3/2024
202330a7,E083,e91a188c,11/7/23 14:59,
0bdda695,B391,3460d069,11/7/23 14:59,Old tag 2061 replaced 5/3/2024
e2bf6230,E084,e91a188c,11/7/23 14:59,
b9011cdd,A204-D734,3460d069,11/7/23 15:00,Old tag 2069 replaced 5/2/2024
b61e7fdb,E085,e91a188c,11/7/23 15:00,
756c2ef4,2053,3460d069,11/7/23 15:00,
98974a72,E086,e91a188c,11/7/23 15:00,
4b8e6cf7,D770,3460d069,11/7/23 15:00,Replaced tag 2057 on 5/3/2024
93ad9d44,E099,e91a188c,11/7/23 15:00,
fbf90d94,E087,e91a188c,11/7/23 15:01,Tag reattached 5/3/2024
6b5d52a4,D771,3460d069,11/7/23 15:01,Replaced tag 2079 on 5/3/2024
ea2861c1,E089,e91a188c,11/7/23 15:01,
f4e3c233,B397,3460d069,11/7/23 15:01,Replaced tag 2075 on 5/3/2024
49d4f836,D773,e91a188c,11/7/23 15:02,Replaced tag E088 on 5/3/2024
f8f8a1c2,A205-D772,3460d069,11/7/23 15:02,Added tag D772 on 5/3/2024. Old tag 2066 fell off.
ea22f4df,E106,e91a188c,11/7/23 15:02,Tag reattached 5/3/2024
9f7cb390,B393,3460d069,11/7/23 15:02,Replaced tag 2071 on 5/3/2024
cfc333a4,E092,e91a188c,11/7/23 15:02,
ab4c3420,D733,3460d069,11/7/23 15:02,Old tag 2056 replaced 5/2/2024
162e794a,B387,e91a188c,11/7/23 15:03,Old tag E096 replaced 5/2/2024
cb172e3f,E094,e91a188c,11/7/23 15:03,Tag reattached 5/3/2024
f7857aa3,E090,e91a188c,11/7/23 15:03,Tag reattached 5/3/2024
4c899937,E111,e91a188c,11/7/23 15:04,Tag reattached 5/3/2024
a0a60a49,B382,e91a188c,11/7/23 15:04,Old tag E093 replaced 5/2/2024
0921229c,A155,24d5645e,11/7/23 15:04,Tag reattached 5/3/2024
030acdd8,2070-B398,3460d069,11/7/23 15:04,Tag B398 added 5/3/2024
ddd2833a,B383,e91a188c,11/7/23 15:04,Replaced tag E104 with B383
5646f519,A144,24d5645e,11/7/23 15:04,
91a0533d,B395,3460d069,11/7/23 15:04,Old tag 2065 replaced 5/3/2024
91fdf45c,E091,e91a188c,11/7/23 15:05,Tag reattached 5/3/2024
e56a273f,A157,24d5645e,11/7/23 15:05,Tag reattached 5/3/2024
01b00c9d,E112,e91a188c,11/7/23 15:05,
8cccdbb0,A159,24d5645e,11/7/23 15:05,
12c0f6bb,B386,e91a188c,11/7/23 15:05,Old tag E097 replaced 5/2/2024
70173ea9,A209,3460d069,11/7/23 15:05,Old tag 2080-A209 one tag removed 5/2/2024
78358aae,A156,24d5645e,11/7/23 15:05,
a063aafa,E109,e91a188c,11/7/23 15:06,
b35cf34b,D768,3460d069,11/7/23 15:06,Replaced tag 2055on 5/3/2024
1a122124,A146,24d5645e,11/7/23 15:06,Tag reattached 5/3/2024
7c41ee66,B384,e91a188c,11/7/23 15:06,Old tag E108 replaced 5/2/2024
ab071158,D738,3460d069,11/7/23 15:06,Old tag 2054 replaced 5/2/2024
1000b241,A147,24d5645e,11/7/23 15:06,Tag reattached 5/3/2024
932ea148,B388,e91a188c,11/7/23 15:06,Old tag E125 replaced 5/2/2024
6c63e1fd,B334,3460d069,11/7/23 15:06,Old tag 2063 replaced 5/2/2024
eb374046,2056,3460d069,11/7/23 15:07,
cde3d7b0,E121,e91a188c,11/7/23 15:07,Tag reattached 5/3/2024
c67c0cfd,A145,24d5645e,11/7/23 15:07,
7e94b539,E116,e91a188c,11/7/23 15:07,
2f2a0b8a,B331,3460d069,11/7/23 15:07,Old tag 2060 retagged 5/2/2024
d4a0f532,A161,24d5645e,11/7/23 15:07,
9de120da,D769,3460d069,11/7/23 15:07,"On 5/2/24 we miss read another oyster that we were retagging as 2081, and we put a label in for this oyster as D740. On 5/3 we measured oyster that was DEFINITELY 2081, and we realized that there was a mistake yesterday. We could not figure out the historical ID for D740.

Replaced tag 2081 on 5/3/2024"
04f14f98,E095,e91a188c,11/7/23 15:07,Tag reattached 5/3/2024
406eb72c,A158,24d5645e,11/7/23 15:08,
70a2f4fb,2076,3460d069,11/7/23 15:08,
4b6bf1d0,E126,e91a188c,11/7/23 15:08,
be1be17b,A148,24d5645e,11/7/23 15:08,
9cec1172,E103,e91a188c,11/7/23 15:08,Tag reattached 5/3/2024
27efbee8,D767,3460d069,11/7/23 15:08,Replaced tag 2084 on 5/3/2024
3ff864e6,A137-B292,24d5645e,11/7/23 15:08,New tag attached 5/2/2024
5b70af8f,E098,e91a188c,11/7/23 15:09,
b31c29c2,D739,3460d069,11/7/23 15:09,Old tag 2059 replaced 5/2/2024
f11a4aab,E102,e91a188c,11/7/23 15:09,Tag reattached 5/3/2024
c85af668,A149,24d5645e,11/7/23 15:09,
5d9e4680,E124,e91a188c,11/7/23 15:09,
ede667ba,A138,24d5645e,11/7/23 15:09,
4e6bab16,E117,e91a188c,11/7/23 15:09,
7fbe230f,B396,3460d069,11/7/23 15:09,Replaced tag 2088 on 5/3/2024
f8e9c1f2,E123,e91a188c,11/7/23 15:10,Tag reattached 5/3/2024
5ffe2ad9,2074,3460d069,11/7/23 15:10,
bcbb9e73,A126,24d5645e,11/7/23 15:10,Tag reattached 5/3/2024
8e7948e1,B389,e91a188c,11/7/23 15:10,Old tag E107 replaced 5/2/2024
b11eab0e,B336,3460d069,11/7/23 15:10,Old tag 2051 replaced 5/2/2024
2241d0d4,E113,e91a188c,11/7/23 15:10,
deefb034,A133,24d5645e,11/7/23 15:10,"Tag reattached 5/3/2024 (Was wet, may not stick)"
e1bc91c8,B333,3460d069,11/7/23 15:10,Old tag 2073 retagged 5/2/2024
68212959,E114,e91a188c,11/7/23 15:11,
fb07bbdf,A210-B326,3460d069,11/7/23 15:11,Old tag 2072-A210 retagged 5/2/2024
e92ddd24,E101,e91a188c,11/7/23 15:11,Tag reattached 5/3/2024
09e6792c,A125,24d5645e,11/7/23 15:11,Tag reattached 5/3/2024
fc5c477f,E129,e91a188c,11/7/23 15:11,
9623c639,E128,e91a188c,11/7/23 15:11,Accidentally killed while retagging :/
323571f8,A207-B399,3460d069,11/7/23 15:11,Old tag 2068-A207 new tag added and 2068 removed 5/3/2024
d2d0cbbc,E127,e91a188c,11/7/23 15:12,
35220b14,B328,3460d069,11/7/23 15:12,Old tag 2085-A206 retagged 5/2/2024
30dea65f,E132,e91a188c,11/7/23 15:12,
589c4bf8,D737,3460d069,11/7/23 15:12,Old tag 2091 replaced 5/2/2024
0e3d3e54,E122,e91a188c,11/7/23 15:12,
27c319be,A120,58cf91df,11/7/23 15:12,Tag reattached 5/3/2024
1a1eb40e,E100,e91a188c,11/7/23 15:13,
3900b524,A119,58cf91df,11/7/23 15:13,Tag reattached 5/3/2024
45fa5abc,E120,e91a188c,11/7/23 15:13,Tag reattached 5/3/2024
95f4a100,A118,58cf91df,11/7/23 15:13,
804207f2,E110,e91a188c,11/7/23 15:13,
785d1db8,A117,58cf91df,11/7/23 15:13,Tag reattached 5/3/2024
c7b9b9c8,E105,e91a188c,11/7/23 15:13,Tag reattached 5/3/2024
e114bec2,A109,58cf91df,11/7/23 15:13,Tag reattached 5/3/2024
92a5b12c,B341,58cf91df,11/7/23 15:14,Old tag A110 replaced 5/2/2024
fc7208f3,E115,e91a188c,11/7/23 15:14,Tag reattached 5/2/2024
999bc128,A100,58cf91df,11/7/23 15:14,
4b1f223b,A099,58cf91df,11/7/23 15:14,
84f85686,A090,58cf91df,11/7/23 15:14,Tag reattached 5/3/2024
ba34d363,B385,e91a188c,11/7/23 15:14,Old tag E130 replaced 5/2/2024
c6c8ea6b,A108,58cf91df,11/7/23 15:14,
5ed1e389,E131,e91a188c,11/7/23 15:14,
b16351f8,B344,58cf91df,11/7/23 15:14,replace tag A116 with B344
7903a45d,E118,e91a188c,11/7/23 15:15,
b0f849c6,A107,58cf91df,11/7/23 15:15,
9bc61889,E119,e91a188c,11/7/23 15:15,
8b7f0e15,A098,58cf91df,11/7/23 15:15,
a2ac80e9,A089,58cf91df,11/7/23 15:15,Tag reattached 5/3/2024
96f77553,A097,58cf91df,11/7/23 15:15,Tag reattached 5/3/2024
8d621bd7,A115,58cf91df,11/7/23 15:16,Tag reattached 5/3/2024
325d4b31,2001,815e1dab,11/7/23 15:15,
d0a319ef,A096,58cf91df,11/7/23 15:17,
d81f81db,2002,815e1dab,11/7/23 15:17,
5803199f,B340,58cf91df,11/7/23 15:18,Old tag A105 replaced 5/2/2024
a26ed58c,A088,58cf91df,11/7/23 15:18,
ac065f3a,B343,58cf91df,11/7/23 15:18,Old tag A087 replaced 5/2/2024
43bfbf35,A095,58cf91df,11/7/23 15:18,
6a82dd88,A086,58cf91df,11/7/23 15:19,
dab439b1,D791,815e1dab,11/7/23 15:18,Old tag 2161replaced 5/3/2024
16aa67f6,D743,58cf91df,11/7/23 15:19,Replaced A805 with D743
b1c8534d,2003,815e1dab,11/7/23 15:19,
346ecdf7,A084,58cf91df,11/7/23 15:20,Tag reattached 5/3/2024
bb30d76e,2086,3460d069,11/7/23 15:19,
d661e5b2,D790,815e1dab,11/7/23 15:20,Old tag 2159 replaced 5/3/2024
1c03d206,A094,58cf91df,11/7/23 15:20,
6849a90b,D744,58cf91df,11/7/23 15:20,replace tag A104 with D744
395842b6,B329,3460d069,11/7/23 15:20,Old tag 2087-A203 retagged 5/2/2024
17b7442e,2142,815e1dab,11/7/23 15:20,Tag reattached 5/2/2024
fd3d93b7,D742,58cf91df,11/7/23 15:20,Old tag A114 replaced 5/2/2024
c8ecce45,2090,3460d069,11/7/23 15:20,
78d44b40,2164-B287,815e1dab,11/7/23 15:20,New Tag attached 5/2/2024
3e9ec985,D745,58cf91df,11/7/23 15:20,replace tag A113 with D745
53959b47,A103,58cf91df,11/7/23 15:21,Tag reattached 5/3/2024
51eeeacf,A102,58cf91df,11/7/23 15:21,Tag reattached 5/3/2024
70dab67d,D735,3460d069,11/7/23 15:20,Old tag 2089 replaced 5/2/2024
bde9c379,2067-A208,3460d069,11/7/23 15:21,
cf8f6d0a,A093,58cf91df,11/7/23 15:21,Tag reattached 5/3/2024
385fc18d,2162-b000,815e1dab,11/7/23 15:20,
66ada274,A083,58cf91df,11/7/23 15:21,Tag reattached 5/3/2024
ebdc3b6f,B337,58cf91df,11/7/23 15:22,replaced tag A082 with B337
01c1d203,B332,3460d069,11/7/23 15:21,Old tag 2077 replaced 5/2/2024
d58a91df,D788,815e1dab,11/7/23 15:22,Old tag 2136 replaced 5/3/2024
cd14cf42,D746,58cf91df,11/7/23 15:22,Old tag A081 replaced 5/2/2024
552bd551,2155,815e1dab,11/7/23 15:22,
6b225d3d,A092,58cf91df,11/7/23 15:22,"5/13/2024 Post-biopsy field assessment data listed this oyster as dead, however it was never biopsied. Likely a mistake while reading tag"
5c268a5c,B327,3460d069,11/7/23 15:22,Old tag 2082 replaced 5/2/2024
ced07ae9,A152,24d5645e,11/7/23 15:11,
1bce322a,2151,815e1dab,11/7/23 15:22,
5791c51f,B338,58cf91df,11/7/23 15:22,Old tag 091 replaced 5/2/2024
b407eb36,D741,3460d069,11/7/23 15:22,Old tag 2062 replaced 5/2/2024
b2ead85c,A153-B294,24d5645e,11/7/23 15:22,New tag attached 5/2/2024
91b025e5,A101,58cf91df,11/7/23 15:22,
d0b7cc53,2139,815e1dab,11/7/23 15:22,
695ab2ae,B342,58cf91df,11/7/23 15:23,Old tag A112 replaced 5/2/2024
37016fc9,2167,815e1dab,11/7/23 15:23,
bcbd768d,A160,24d5645e,11/7/23 15:23,
d10cfecd,B339,58cf91df,11/7/23 15:23,Old tag A111 replaced 5/2/2024
7b64e1b1,B431,815e1dab,11/7/23 15:23,Old tag 2169 replaced 5/3/2024
30f35ef1,A150,24d5645e,11/7/23 15:23,
17be95ff,D789,815e1dab,11/7/23 15:23,Old tag 2172 replaced 5/3/2024
f5da46ee,2152-B289,815e1dab,11/7/23 15:24,New Tag attached 5/2/2024
2c3120ea,A140,24d5645e,11/7/23 15:23,
c47d3d08,2150,815e1dab,11/7/23 15:24,
52f176ab,D787,815e1dab,11/7/23 15:24,Old tag 2148 replaced 5/3/2024
f1d9ae20,B438,815e1dab,11/7/23 15:24,Old tag 2144 replaced 5/3/2024
383fce97,2140,815e1dab,11/7/23 15:25,
72290807,B434,815e1dab,11/7/23 15:25,Old tag 2165 replaced 5/3/2024
8bff953f,D736,3460d069,11/7/23 15:25,Old tag 2083 replaced 5/2/2024
483f8fa0,B435,815e1dab,11/7/23 15:25,Old tag 2158 replaced 5/3/2024
e96e5a0f,B330,3460d069,11/7/23 15:25,Old tag 2078 retagged 5/2/2024
4e27b9b0,2141,815e1dab,11/7/23 15:26,
26d28041,B433,815e1dab,11/7/23 15:26,Old tag 2171 replaced 5/3/2024
18eecf5e,B335,3460d069,11/7/23 15:26,Old tag 2049 replaced 5/2/2024
019d4017,D792,815e1dab,11/7/23 15:26,Old tag 2156 replaced 5/3/2024
